4	0.0003	3.5
8	0.0012	5.1
16	0.0050	6.1
32	0.0205	7.8
64	0.0629	9.3
128	0.1173	10.8
256	0.1519	12.2
512	0.1533	13.5
1024	0.1605	15.0
2048	0.1638	16.3
4096	0.1662	17.8
8192	0.1675	19.0
16384	0.1704	20.5
