4	0.0003	3.5
8	0.0015	4.8
16	0.0066	7.1
32	0.0258	7.8
64	0.0775	9.4
128	0.1693	10.8
256	0.2280	12.3
512	0.2569	13.6
1024	0.2739	15.1
2048	0.2809	16.4
4096	0.2835	17.8
8192	0.2830	19.0
16384	0.2801	22.1
